name_old,name_new,diet_old,diet_new,period_yearsago,period,years_ago,millions_years,lived_in,latitude,longitude,type_old,type_new,length,taxonomy,named_by,species_old,species_new,link
heyuannia,Heyuannia,omnivorous,Omnivorous,Late Cretaceous 72-68 million years ago,Late Cretaceous,72-68 million years ago,72,Mongolia,46.8625,103.8467,small theropod,Small Theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Ingeniinae,Barsbold (1981),yanshini,Yanshini,https://www.nhm.ac.uk/discover/dino-directory/heyuannia.html
arrhinoceratops,Arrhinoceratops,herbivorous,Herbivorous,Late Cretaceous 72-67 million years ago,Late Cretaceous,72-67 million years ago,72,Canada,56.1304,-106.3468,ceratopsian,Ceratopsian,6.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,Parks (1925),brachyops,Brachyops,https://www.nhm.ac.uk/discover/dino-directory/arrhinoceratops.html
neuquenosaurus,Neuquenosaurus,herbivorous,Herbivorous,Late Cretaceous 71-65 million years ago,Late Cretaceous,71-65 million years ago,71,Argentina,-34.603722,-58.381592,sauropod,Sauropod,10.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae,Lydekker (1893),australis,Australis,https://www.nhm.ac.uk/discover/dino-directory/neuquenosaurus.html
alioramus,Alioramus,carnivorous,Carnivorous,Late Cretaceous 71-65 million years ago,Late Cretaceous,71-65 million years ago,71,Mongolia,46.8625,103.8467,large theropod,Large Theropod,6.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea,Kurzanov (1976),remotus,Remotus,https://www.nhm.ac.uk/discover/dino-directory/alioramus.html
ampelosaurus,Ampelosaurus,herbivorous,Herbivorous,Late Cretaceous 71-65 million years ago,Late Cretaceous,71-65 million years ago,71,France,46.2276,2.2137,sauropod,Sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Le Loeuff (1995),atacis,Atacis,https://www.nhm.ac.uk/discover/dino-directory/ampelosaurus.html
magyarosaurus,Magyarosaurus,herbivorous,Herbivorous,Late Cretaceous 71-65 million years ago,Late Cretaceous,71-65 million years ago,71,Romania,45.9432,24.9668,sauropod,Sauropod,5.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Nopcsa (1915),dacus,Dacus,https://www.nhm.ac.uk/discover/dino-directory/magyarosaurus.html
isisaurus,Isisaurus,herbivorous,Herbivorous,Late Cretaceous 71-65 million years ago,Late Cretaceous,71-65 million years ago,71,India,20.5937,78.9629,sauropod,Sauropod,,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Jain and Bandyopadhyay (1997),colberti,Colberti,https://www.nhm.ac.uk/discover/dino-directory/isisaurus.html
indosuchus,Indosuchus,carnivorous,Carnivorous,Late Cretaceous 71-65 million years ago,Late Cretaceous,71-65 million years ago,71,India,20.5937,78.9629,large theropod,Large Theropod,7.0m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria,Huene and Matley (1933),raptorius,Raptorius,https://www.nhm.ac.uk/discover/dino-directory/indosuchus.html
secernosaurus,Secernosaurus,herbivorous,Herbivorous,Late Cretaceous 71-65 million years ago,Late Cretaceous,71-65 million years ago,71,Argentina,-34.603722,-58.381592,euornithopod,Euornithopod,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae,Brett-Surman (1979),koerneri,Koerneri,https://www.nhm.ac.uk/discover/dino-directory/secernosaurus.html
deinocheirus,Deinocheirus,omnivorous,Omnivorous,Late Cretaceous 70-66 million years ago,Late Cretaceous,70-66 million years ago,70,Mongolia,46.8625,103.8467,large theropod,Large Theropod,10.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria,Osmólska and Roniewicz (1970),mirificus,Mirificus,https://www.nhm.ac.uk/discover/dino-directory/deinocheirus.html
torosaurus,Torosaurus,herbivorous,Herbivorous,Late Cretaceous 70-65 million years ago,Late Cretaceous,70-65 million years ago,70,USA,37.0902,-95.7129,ceratopsian,Ceratopsian,7.5m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,Marsh (1891),latus,Latus,https://www.nhm.ac.uk/discover/dino-directory/torosaurus.html
alamosaurus,Alamosaurus,herbivorous,Herbivorous,Late Cretaceous 70-65 million years ago,Late Cretaceous,70-65 million years ago,70,USA,37.0902,-95.7129,sauropod,Sauropod,21.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Gilmore (1922),sanjuanensis,Sanjuanensis,https://www.nhm.ac.uk/discover/dino-directory/alamosaurus.html
saltasaurus,Saltasaurus,herbivorous,Herbivorous,Late Cretaceous 70-65 million years ago,Late Cretaceous,70-65 million years ago,70,Argentina,-34.603722,-58.381592,sauropod,Sauropod,12.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae,Bonaparte and Powell (1980),loricatus,Loricatus,https://www.nhm.ac.uk/discover/dino-directory/saltasaurus.html
hypacrosaurus,Hypacrosaurus,herbivorous,Herbivorous,Late Cretaceous 70 million years ago,Late Cretaceous,70 million years ago,70,USA,37.0902,-95.7129,euornithopod,Euornithopod,9.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Brown (1913),altispinus,Altispinus,https://www.nhm.ac.uk/discover/dino-directory/hypacrosaurus.html
carnotaurus,Carnotaurus,carnivorous,Carnivorous,Late Cretaceous 70 million years ago,Late Cretaceous,70 million years ago,70,Argentina,-34.603722,-58.381592,large theropod,Large Theropod,7.6m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae,Bonaparte (1985),sastrei,Sastrei,https://www.nhm.ac.uk/discover/dino-directory/carnotaurus.html
zalmoxes,Zalmoxes,herbivorous,Herbivorous,Late Cretaceous 69 million years ago,Late Cretaceous,69 million years ago,69,Romania,45.9432,24.9668,euornithopod,Euornithopod,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Rhabdodontidae,Nopcsa (1902),robustus,Robustus,https://www.nhm.ac.uk/discover/dino-directory/zalmoxes.html
tyrannosaurus,Tyrannosaurus,carnivorous,Carnivorous,Late Cretaceous 68-66 million years ago,Late Cretaceous,68-66 million years ago,68,USA,37.0902,-95.7129,large theropod,Large Theropod,12.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Tyrannosaurinae,Osborn (1905),rex,Rex,https://www.nhm.ac.uk/discover/dino-directory/tyrannosaurus.html
triceratops,Triceratops,herbivorous,Herbivorous,Late Cretaceous 68-66 million years ago,Late Cretaceous,68-66 million years ago,68,USA,37.0902,-95.7129,ceratopsian,Ceratopsian,9.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,Marsh (1889),horridus,Horridus,https://www.nhm.ac.uk/discover/dino-directory/triceratops.html
nedoceratops,Nedoceratops,herbivorous,Herbivorous,Late Cretaceous 67-65 million years ago,Late Cretaceous,67-65 million years ago,67,USA,37.0902,-95.7129,ceratopsian,Ceratopsian,7.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,Lull (1905),hatcheri,Hatcheri,https://www.nhm.ac.uk/discover/dino-directory/nedoceratops.html
leptoceratops,Leptoceratops,herbivorous,Herbivorous,Late Cretaceous 67-65 million years ago,Late Cretaceous,67-65 million years ago,67,USA,37.0902,-95.7129,ceratopsian,Ceratopsian,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,Brown (1914),gracilis,Gracilis,https://www.nhm.ac.uk/discover/dino-directory/leptoceratops.html
lesothosaurus,Lesothosaurus,herbivorous,Herbivorous,Early Jurassic 213-200 million years ago,Early Jurassic,213-200 million years ago,213,Lesotho,29.61,28.2336,sauropod,Sauropod,1.0m,Dinosauria Ornithischia,Galton (1978),diagnosticus,Diagnosticus,https://www.nhm.ac.uk/discover/dino-directory/lesothosaurus.html
massospondylus,Massospondylus,omnivorous,Omnivorous,Early Jurassic 208-204 million years ago,Early Jurassic,208-204 million years ago,208,Zimbabwe,19.0154,29.1549,sauropod,Sauropod,4.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Owen (1854),carinatus,Carinatus,https://www.nhm.ac.uk/discover/dino-directory/massospondylus.html
scelidosaurus,Scelidosaurus,herbivorous,Herbivorous,Early Jurassic 208-194 million years ago,Early Jurassic,208-194 million years ago,208,United Kingdom,55.3781,3.436,armoured dinosaur,Armoured Dinosaur,4.0m,Dinosauria Ornithischia Genasauria Thyreophora Scelidosauridae,Owen (1868),harrisonii,Harrisonii,https://www.nhm.ac.uk/discover/dino-directory/scelidosaurus.html
scutellosaurus,Scutellosaurus,herbivorous,Herbivorous,Early Jurassic 205-202 million years ago,Early Jurassic,205-202 million years ago,205,USA,37.0902,-95.7129,armoured dinosaur,Armoured Dinosaur,1.2m,Dinosauria Ornithischia Genasauria Thyreophora,Colbert (1981),lawleri,Lawleri,https://www.nhm.ac.uk/discover/dino-directory/scutellosaurus.html
vulcanodon,Vulcanodon,herbivorous,Herbivorous,Early Jurassic 205-202 million years ago,Early Jurassic,205-202 million years ago,205,Zimbabwe,19.0154,29.1549,sauropod,Sauropod,6.5m,Dinosauria Saurischia Sauropodomorpha Sauropoda Vulcanodontidae,Raath (1972),karibaensis,Karibaensis,https://www.nhm.ac.uk/discover/dino-directory/vulcanodon.html
yunnanosaurus,Yunnanosaurus,omnivorous,Omnivorous,Early Jurassic 205-190 million years ago,Early Jurassic,205-190 million years ago,205,China,35.8617,104.1954,sauropod,Sauropod,7.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria,Young (1942),huangi,Huangi,https://www.nhm.ac.uk/discover/dino-directory/yunnanosaurus.html
jingshanosaurus,Jingshanosaurus,herbivorous,Herbivorous,Early Jurassic 205-190 million years ago,Early Jurassic,205-190 million years ago,205,China,35.8617,104.1954,sauropod,Sauropod,5.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria,Zhang and Yang (1995),xinwaensis,Xinwaensis,https://www.nhm.ac.uk/discover/dino-directory/jingshanosaurus.html
kotasaurus,Kotasaurus,herbivorous,Herbivorous,Early Jurassic 205-180 million years ago,Early Jurassic,205-180 million years ago,205,India,20.5937,78.9629,sauropod,Sauropod,9.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda,Yadagiri (1988),yamanpalliensis,Yamanpalliensis,https://www.nhm.ac.uk/discover/dino-directory/kotasaurus.html
heterodontosaurus,Heterodontosaurus,herbivorous,Herbivorous,Early Jurassic 205 million years ago,Early Jurassic,205 million years ago,205,South Africa,30.5595,22.9375,euornithopod,Euornithopod,1.2m,Dinosauria Ornithischia Genasauria Cerapoda Heterodontosauridae,Crompton and Charig (1962),tucki,Tucki,https://www.nhm.ac.uk/discover/dino-directory/heterodontosaurus.html
lophostropheus,Lophostropheus,carnivorous,Carnivorous,Early Jurassic 203-196 million years ago,Early Jurassic,203-196 million years ago,203,France,46.2276,2.2137,large theropod,Large Theropod,6.2m,Dinosauria Saurischia,Ezcurra and Cuny 2007 (1993),airelensis,Airelensis,https://www.nhm.ac.uk/discover/dino-directory/lophostropheus.html
sarcosaurus,Sarcosaurus,carnivorous,Carnivorous,Early Jurassic 202-195 million years ago,Early Jurassic,202-195 million years ago,202,United Kingdom,55.3781,3.436,small theropod,Small Theropod,3.0m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria,Andrews (1921),woodi,Woodi,https://www.nhm.ac.uk/discover/dino-directory/sarcosaurus.html
lufengosaurus,Lufengosaurus,herbivorous,Herbivorous,Early Jurassic 200-195 million years ago,Early Jurassic,200-195 million years ago,200,China,35.8617,104.1954,sauropod,Sauropod,6.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Young (1941),huenei,Huenei,https://www.nhm.ac.uk/discover/dino-directory/lufengosaurus.html
aardonyx,Aardonyx,herbivorous,Herbivorous,Early Jurassic 199-189 million years ago,Early Jurassic,199-189 million years ago,199,South Africa,30.5595,22.9375,sauropod,Sauropod,8.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria,Yates Bonnan Neveling Chinsamy and Blackbeard 2010 (2009),celestae,Celestae,https://www.nhm.ac.uk/discover/dino-directory/aardonyx.html
yimenosaurus,Yimenosaurus,herbivorous,Herbivorous,Early Jurassic 195-190 million years ago,Early Jurassic,195-190 million years ago,195,China,35.8617,104.1954,sauropod,Sauropod,9.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda,Bai Yang and Wang (1990),youngi,Youngi,https://www.nhm.ac.uk/discover/dino-directory/yimenosaurus.html
ammosaurus,Ammosaurus,herbivorous,Herbivorous,Early Jurassic 195-180 million years ago,Early Jurassic,195-180 million years ago,195,USA,37.0902,-95.7129,sauropod,Sauropod,5.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Anchisauridae,Marsh (1891),major,Major,https://www.nhm.ac.uk/discover/dino-directory/ammosaurus.html
dilophosaurus,Dilophosaurus,carnivorous,Carnivorous,Early Jurassic 190 million years ago,Early Jurassic,190 million years ago,190,USA,37.0902,-95.7129,large theropod,Large Theropod,6.0m,Dinosauria Saurischia Theropoda Neotheropoda Dilophosauridae,wetherilli,,,https://www.nhm.ac.uk/discover/dino-directory/dilophosaurus.html
anchisaurus,Anchisaurus,herbivorous,Herbivorous,Early Jurassic 190 million years ago,Early Jurassic,190 million years ago,190,USA,37.0902,-95.7129,sauropod,Sauropod,2.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Anchisauridae,Marsh (1885),polyzelous,Polyzelous,https://www.nhm.ac.uk/discover/dino-directory/anchisaurus.html
barapasaurus,Barapasaurus,herbivorous,Herbivorous,Early Jurassic 185-170 million years ago,Early Jurassic,185-170 million years ago,185,India,20.5937,78.9629,sauropod,Sauropod,14.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae,Jain Kutty Roy-Chowdhury and Chatterjee (1975),tagorei,Tagorei,https://www.nhm.ac.uk/discover/dino-directory/barapasaurus.html
cryolophosaurus,Cryolophosaurus,carnivorous,Carnivorous,Early Jurassic 170 million years ago,Early Jurassic,170 million years ago,170,Antarctica,-34.603722,-58.381592,large theropod,Large Theropod,8.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria,Hammer and Hickerson (1994),elliotti,Elliotti,https://www.nhm.ac.uk/discover/dino-directory/cryolophosaurus.html
supersaurus,Supersaurus,herbivorous,Herbivorous,Early Cretaceous 154-142 million years ago,Early Cretaceous ,154-142 million years ago,154,USA,37.0902,-95.7129,sauropod,Sauropod,35.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Diplodocidae,Jansen (1985),vivianae,Vivianae,https://www.nhm.ac.uk/discover/dino-directory/supersaurus.html
hylaeosaurus,Hylaeosaurus,herbivorous,Herbivorous,Early Cretaceous 150-135 million years ago,Early Cretaceous ,150-135 million years ago,150,United Kingdom,55.3781,3.436,armoured dinosaur,Armoured Dinosaur,5.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria,Mantell (1833),armatus,Armatus,https://www.nhm.ac.uk/discover/dino-directory/hylaeosaurus.html
becklespinax,Becklespinax,carnivorous,Carnivorous,Early Cretaceous 142-132 million years ago,Early Cretaceous ,142-132 million years ago,142,United Kingdom,55.3781,3.436,large theropod,Large Theropod,5.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae,Paul (1988),altispinax,Altispinax,https://www.nhm.ac.uk/discover/dino-directory/becklespinax.html
gastonia,Gastonia,herbivorous,Herbivorous,Early Cretaceous 142-127 million years ago,Early Cretaceous ,142-127 million years ago,142,USA,37.0902,-95.7129,armoured dinosaur,Armoured Dinosaur,4.6m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria,Kirkland (1998),burgei,Burgei,https://www.nhm.ac.uk/discover/dino-directory/gastonia.html
cedarpelta,Cedarpelta,herbivorous,Herbivorous,Early Cretaceous 142-127 million years ago,Early Cretaceous ,142-127 million years ago,142,USA,37.0902,-95.7129,armoured dinosaur,Armoured Dinosaur,10.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,Carpenter Kirkland Burge and Bird (2001),bilbeyhallorum,Bilbeyhallorum,https://www.nhm.ac.uk/discover/dino-directory/cedarpelta.html
valdosaurus,Valdosaurus,herbivorous,Herbivorous,Early Cretaceous 142-121 million years ago,Early Cretaceous ,142-121 million years ago,142,United Kingdom,55.3781,3.436,euornithopod,Euornithopod,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Dryosauridae,Galton (1975),canaliculatus,Canaliculatus,https://www.nhm.ac.uk/discover/dino-directory/valdosaurus.html
iguanodon,Iguanodon,herbivorous,Herbivorous,Early Cretaceous 140-110 million years ago,Early Cretaceous ,140-110 million years ago,140,United Kingdom,55.3781,3.436,euornithopod,Euornithopod,10.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Boulenger and van Beneden (1881),bernissartensis,Bernissartensis,https://www.nhm.ac.uk/discover/dino-directory/iguanodon.html
jobaria,Jobaria,herbivorous,Herbivorous,Early Cretaceous 132-94 million years ago,Early Cretaceous ,132-94 million years ago,132,Niger,17.6078,8.0817,sauropod,Sauropod,21.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria,Sereno Beck Dutheil Larsson Lyon Moussa Sadleir Sidor Varricchio Wilson and Wilson (1999),tiguidensis,Tiguidensis,https://www.nhm.ac.uk/discover/dino-directory/jobaria.html
amargasaurus,Amargasaurus,herbivorous,Herbivorous,Early Cretaceous 132-127 million years ago,Early Cretaceous ,132-127 million years ago,132,Argentina,-34.603722,-58.381592,sauropod,Sauropod,12.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Dicraeosauridae,Salgado and Bonaparte (1991),cazaui,Cazaui,https://www.nhm.ac.uk/discover/dino-directory/amargasaurus.html
aragosaurus,Aragosaurus,herbivorous,Herbivorous,Early Cretaceous 132-121 million years ago,Early Cretaceous ,132-121 million years ago,132,Spain,40.4637,3.7492,sauropod,Sauropod,18.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,Sanz Buscalioni Casanovas and Sanafé (1987),ischiadicus,Ischiadicus,https://www.nhm.ac.uk/discover/dino-directory/aragosaurus.html
afrovenator,Afrovenator,carnivorous,Carnivorous,Early Cretaceous 132-121 million years ago,Early Cretaceous ,132-121 million years ago,132,Niger,17.6078,8.0817,large theropod,Large Theropod,9.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Eustreptospondylinae,Sereno Wilson Larsson Dutheil and Sues (1944),abakensis,Abakensis,https://www.nhm.ac.uk/discover/dino-directory/afrovenator.html
equijubus,Equijubus,herbivorous,Herbivorous,Early Cretaceous 127-99 million years ago,Early Cretaceous ,127-99 million years ago,127,China,35.8617,104.1954,euornithopod,Euornithopod,,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,You Luo Shubin Witmer Tang and Tang (2003),normani,Normani,https://www.nhm.ac.uk/discover/dino-directory/equijubus.html
neovenator,Neovenator,carnivorous,Carnivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,United Kingdom,55.3781,3.436,large theropod,Large Theropod,7.4m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae,Hutt Martill and Barker (1996),salerii,Salerii,https://www.nhm.ac.uk/discover/dino-directory/neovenator.html
eotyrannus,Eotyrannus,carnivorous,Carnivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,United Kingdom,55.3781,3.436,large theropod,Large Theropod,5.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea,Hutt Naish Martill Barker and Newberry (2001),lengi,Lengi,https://www.nhm.ac.uk/discover/dino-directory/eotyrannus.html
stenopelix,Stenopelix,herbivorous,Herbivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,Germany,51.1657,10.4515,ceratopsian,Ceratopsian,1.5m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria,Meyer (1857),valdensis,Valdensis,https://www.nhm.ac.uk/discover/dino-directory/stenopelix.html
pelicanimimus,Pelicanimimus,carnivorous,Carnivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,Spain,40.4637,3.7492,small theropod,Small Theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria,Pérez-Moreno Sanz Buscalioni Moratalla Ortega and Rasskin-Gutman (1994),polyodon,Polyodon,https://www.nhm.ac.uk/discover/dino-directory/pelicanimimus.html
sinovenator,Sinovenator,carnivorous,Carnivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,China,35.8617,104.1954,small theropod,Small Theropod,1.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Troodontidae,Xu Norell Wang Makovicky and Wu (2002),changii,Changii,https://www.nhm.ac.uk/discover/dino-directory/sinovenator.html
liaoceratops,Liaoceratops,herbivorous,Herbivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,China,35.8617,104.1954,ceratopsian,Ceratopsian,,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,Xu Makovicky Wang Norell and You (2002),yanzigouensis,Yanzigouensis,https://www.nhm.ac.uk/discover/dino-directory/liaoceratops.html
jinzhousaurus,Jinzhousaurus,herbivorous,Herbivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,China,35.8617,104.1954,euornithopod,Euornithopod,,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Wang and Xu (2001),yangi,Yangi,https://www.nhm.ac.uk/discover/dino-directory/jinzhousaurus.html
confuciusornis,Confuciusornis,carnivorous,Carnivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,China,35.8617,104.1954,small theropod,Small Theropod,0.25m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Avialae Ornithurae Avibrevicauda Pygostylia Confuciusornithidae,Hou Zhou Gu and Zhang (1995),sanctus,Sanctus,https://www.nhm.ac.uk/discover/dino-directory/confuciusornis.html
beipiaosaurus,Beipiaosaurus,omnivorous,Omnivorous,Early Cretaceous 127-121 million years ago,Early Cretaceous ,127-121 million years ago,127,China,35.8617,104.1954,small theropod,Small Theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea,Xu Tang and Wang (1999),inexpectus,Inexpectus,https://www.nhm.ac.uk/discover/dino-directory/beipiaosaurus.html
shanag,Shanag,carnivorous,Carnivorous,Early Cretaceous 126-142 million years ago,Early Cretaceous ,126-142 million years ago,126,Mongolia,46.8625,103.8467,small theropod,Small Theropod,0.45m,Dinosauria Saurischia,Turner Hwang and Norell (2007),ashile,Ashile,https://www.nhm.ac.uk/discover/dino-directory/shanag.html
microraptor,Microraptor,carnivorous,Carnivorous,Early Cretaceous 125-122 million years ago,Early Cretaceous ,125-122 million years ago,125,China,35.8617,104.1954,small theropod,Small Theropod,0.8m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Xu Zhou and Wang (2000),zhaoianus,Zhaoianus,https://www.nhm.ac.uk/discover/dino-directory/microraptor.html
caudipteryx,Caudipteryx,omnivorous,Omnivorous,Early Cretaceous 125-122 million years ago,Early Cretaceous ,125-122 million years ago,125,China,35.8617,104.1954,small theropod,Small Theropod,1.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caudipterygidae,Ji Currie Norell and Ji. (1998),zoui,Zoui,https://www.nhm.ac.uk/discover/dino-directory/caudipteryx.html
polacanthus,Polacanthus,herbivorous,Herbivorous,Early Cretaceous 125 million years ago,Early Cretaceous ,125 million years ago,125,United Kingdom,55.3781,3.436,armoured dinosaur,Armoured Dinosaur,5.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria,Hulke (1881),foxii,Foxii,https://www.nhm.ac.uk/discover/dino-directory/polacanthus.html
pelorosaurus,Pelorosaurus,herbivorous,Herbivorous,Early Cretaceous 125 million years ago,Early Cretaceous ,125 million years ago,125,United Kingdom,55.3781,3.436,sauropod,Sauropod,25.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes,Mantell (1850),conybearei,Conybearei,https://www.nhm.ac.uk/discover/dino-directory/pelorosaurus.html
hypsilophodon,Hypsilophodon,herbivorous,Herbivorous,Early Cretaceous 125 million years ago,Early Cretaceous ,125 million years ago,125,United Kingdom,55.3781,3.436,euornithopod,Euornithopod,2.3m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Hypsilophodontidae,Huxley (1869),foxii,Foxii,https://www.nhm.ac.uk/discover/dino-directory/hypsilophodon.html
